n_days,mean_ic,t,frac_pos,ci_lo,ci_hi,ic_y2025,ic_year,n_y2025,n_year,dt,target,feature,p,q_bh,ctl_bar,s0,s1,s2,s3,s4,s5,s6,survives
444,-0.0873309,-8.89474,0.313063,-0.106732,-0.0686003,-0.100254,-0.0773027,194,250,07:30,fwd30,coil,1.4994e-17,4.75115e-17,0.0138413,True,True,True,True,True,True,False,False
444,0.0873309,8.89474,0.684685,0.0686003,0.106732,0.100254,0.0773027,194,250,07:30,fwd30,dist_sess_high_pct,1.4994e-17,4.75115e-17,0.0138413,True,True,True,True,True,True,False,False
444,-0.0532332,-5.5233,0.376126,-0.0718682,-0.0344383,-0.0867409,-0.0272312,194,250,07:30,fwd30,dist_high60,5.68138e-08,1.1953e-07,0.0138413,True,True,True,True,False,True,False,False
444,-0.19971,-20.9816,0.15991,-0.218111,-0.180968,-0.206447,-0.194482,194,250,07:30,fwd30,gain_now,2.24963e-68,2.17576e-67,0.0138413,True,True,True,True,True,True,True,True
444,-0.107535,-10.5262,0.301802,-0.127165,-0.0876835,-0.106554,-0.108296,194,250,07:30,fwd30,pm_gain,2.81666e-23,1.02252e-22,0.0138413,True,True,True,True,True,True,True,True
444,-0.115017,-11.7945,0.279279,-0.133856,-0.0959576,-0.113528,-0.116173,194,250,07:30,fwd30,gap7,4.12981e-28,1.66219e-27,0.0138413,True,True,True,True,True,True,True,True
438,-0.0817011,-6.04615,0.358447,-0.108154,-0.0552092,-0.0984112,-0.0690176,189,249,07:30,fwd30,pressure30,3.18506e-09,7.11696e-09,0.0138413,True,True,True,True,True,True,True,True
444,-0.0751278,-7.75383,0.342342,-0.0939041,-0.0561207,-0.0835156,-0.0686188,194,250,07:30,fwd30,pressure30_nv,6.17579e-14,1.75522e-13,0.0138413,True,True,True,True,True,True,True,True
444,-0.0657586,-6.81973,0.364865,-0.0848225,-0.0471448,-0.0703064,-0.0622294,194,250,07:30,fwd30,pressure30_bc,3.00091e-11,7.45053e-11,0.0138413,True,True,True,True,True,True,True,True
444,-0.0875247,-9.29181,0.304054,-0.105912,-0.0690054,-0.103552,-0.0750872,194,250,07:30,fwd30,pressure30_t,6.902e-19,2.27608e-18,0.0138413,True,True,True,True,True,True,True,True
444,-0.0939842,-9.92368,0.306306,-0.112267,-0.0761336,-0.116724,-0.0763379,194,250,07:30,fwd30,pressure10,4.3087e-21,1.5011e-20,0.0138413,True,True,True,True,True,True,True,True
444,-0.133898,-14.5513,0.263514,-0.151859,-0.115728,-0.137618,-0.131012,194,250,07:30,fwd30,log_dvol,1.74087e-39,8.91765e-39,0.0138413,True,True,True,True,True,True,True,True
444,-0.0779412,-7.84845,0.351351,-0.0970955,-0.058635,-0.0870725,-0.0708554,194,250,07:30,fwd30,n_bars,3.19438e-14,9.13888e-14,0.0138413,True,True,True,True,True,True,True,True
444,0.0983648,10.5196,0.691441,0.0798128,0.116939,0.0994493,0.0975232,194,250,07:30,fwd30,stale_min,2.9789e-23,1.07839e-22,0.0138413,True,True,True,True,True,True,True,True
444,0.119306,12.6311,0.738739,0.100797,0.138026,0.120431,0.118433,194,250,07:30,fwd30,no_trade_share,1.88492e-31,8.0357e-31,0.0138413,True,True,True,True,True,True,True,True
444,0.142147,13.2317,0.736486,0.120866,0.163213,0.156678,0.130871,194,250,07:30,fwd30,amihud,6.48876e-34,2.8998e-33,0.0138413,True,True,True,True,True,True,True,True
444,-0.117938,-9.80011,0.315315,-0.141525,-0.0935282,-0.121503,-0.115171,194,250,07:30,fwd30,corwin_schultz,1.18212e-20,4.09634e-20,0.0138413,True,True,True,True,True,True,True,True
444,0.0548112,4.33733,0.574324,0.0297689,0.0795443,0.0635771,0.0480088,194,250,07:30,fwd30,abdi_ranaldo,1.78757e-05,3.18227e-05,0.0138413,True,True,True,True,True,True,False,False
444,0.044709,3.7711,0.574324,0.0216415,0.0680189,0.0580653,0.0343446,194,250,07:30,fwd30,roll,0.000184577,0.000301654,0.0138413,True,True,True,True,True,True,True,True
444,-0.128322,-12.5624,0.27027,-0.148492,-0.108083,-0.125833,-0.130253,194,250,07:30,fwd30,bar_range,3.57808e-31,1.51542e-30,0.0138413,True,True,True,True,True,True,True,True
444,-0.0326008,-3.50094,0.445946,-0.050966,-0.0144977,-0.0393293,-0.0273795,194,250,07:30,fwd30,log_price,0.000510617,0.00080506,0.0138413,True,True,True,True,True,True,True,True
444,-0.0184028,-1.97902,0.463964,-0.0365907,0.000114488,-0.0154389,-0.0207027,194,250,07:30,fwd30,atr_pct,0.0484324,0.0634666,0.0138413,True,False,False,True,True,False,True,False
444,0.0180953,1.69816,0.529279,-0.00233831,0.0387384,0.00172204,0.0308009,194,250,07:30,fwd30,mins_since_cross,0.0901799,0.114245,0.0138413,True,False,False,True,False,False,False,False
444,-0.0704871,-7.18368,0.349099,-0.0894464,-0.0511683,-0.0838746,-0.0600984,194,250,07:30,fwd30,close_pos,2.89326e-12,7.6368e-12,0.0138413,True,True,True,True,True,True,False,False
444,0.0138413,1.52109,0.513514,-0.00387852,0.0319362,0.0273671,0.00334535,194,250,07:30,fwd30,ctl_tickerhash,0.12895,0.159465,0.0138413,True,False,False,False,False,False,False,False
444,0.00956269,0.99606,0.529279,-0.0089327,0.0288252,0.00404666,0.0138431,194,250,07:30,fwd30,ctl_random,0.319765,0.366739,0.0138413,True,False,False,False,False,False,False,False
444,-0.128902,-13.4349,0.240991,-0.147805,-0.110177,-0.152891,-0.110287,194,250,07:30,fwd30,c37_rank_score,9.2917e-35,4.27023e-34,0.0138413,True,True,True,True,True,True,True,True
444,-0.00680489,-0.66058,0.468468,-0.0266655,0.0132032,-0.0212558,0.00440901,194,250,07:30,fwd60,coil,0.509225,0.554119,0.0119148,True,False,False,False,False,False,False,False
444,0.00680489,0.66058,0.531532,-0.0132032,0.0266655,0.0212558,-0.00440901,194,250,07:30,fwd60,dist_sess_high_pct,0.509225,0.554119,0.0119148,True,False,False,False,False,False,False,False
444,0.01381,1.3013,0.502252,-0.00675007,0.0341221,-0.00409578,0.0277048,194,250,07:30,fwd60,dist_high60,0.193832,0.231954,0.0119148,True,False,False,True,False,False,True,False
444,-0.206758,-21.4028,0.150901,-0.225807,-0.18773,-0.23416,-0.185494,194,250,07:30,fwd60,gain_now,2.64803e-70,2.61973e-69,0.0119148,True,True,True,True,True,True,True,True
444,-0.118655,-11.4427,0.286036,-0.138767,-0.0982449,-0.13524,-0.105785,194,250,07:30,fwd60,pm_gain,9.68796e-27,3.75916e-26,0.0119148,True,True,True,True,True,True,True,True
444,-0.129137,-12.8512,0.261261,-0.149061,-0.109357,-0.143777,-0.117776,194,250,07:30,fwd60,gap7,2.39032e-32,1.03262e-31,0.0119148,True,True,True,True,True,True,True,True
438,-0.0466386,-3.39274,0.431507,-0.0731372,-0.0194153,-0.070386,-0.0286134,189,249,07:30,fwd60,pressure30,0.000754987,0.00117181,0.0119148,True,True,True,True,True,True,True,True
444,-0.0611965,-6.39067,0.373874,-0.0799087,-0.0417934,-0.0781577,-0.0480345,194,250,07:30,fwd60,pressure30_nv,4.18921e-10,9.84253e-10,0.0119148,True,True,True,True,True,True,True,True
444,-0.0439973,-4.46866,0.40991,-0.0629942,-0.0244549,-0.0460407,-0.0424116,194,250,07:30,fwd60,pressure30_bc,1.00075e-05,1.81648e-05,0.0119148,True,True,True,True,True,True,True,True
444,-0.0669964,-7.04384,0.349099,-0.0855332,-0.0479058,-0.0788542,-0.0577947,194,250,07:30,fwd60,pressure30_t,7.18582e-12,1.85514e-11,0.0119148,True,True,True,True,True,True,True,True
444,-0.0597889,-6.423,0.396396,-0.0777753,-0.0418267,-0.0710877,-0.051021,194,250,07:30,fwd60,pressure10,3.45071e-10,8.16081e-10,0.0119148,True,True,True,True,True,True,True,True
444,-0.105122,-11.0413,0.286036,-0.124033,-0.0865435,-0.107676,-0.10314,194,250,07:30,fwd60,log_dvol,3.33415e-25,1.25612e-24,0.0119148,True,True,True,True,True,True,True,True
444,-0.0802506,-8.07342,0.353604,-0.0997138,-0.0609547,-0.082681,-0.0783647,194,250,07:30,fwd60,n_bars,6.50984e-15,1.89165e-14,0.0119148,True,True,True,True,True,True,True,True
444,0.0909959,10.2827,0.677928,0.0737727,0.10851,0.086068,0.0948199,194,250,07:30,fwd60,stale_min,2.19742e-22,7.88881e-22,0.0119148,True,True,True,True,True,True,True,True
444,0.116456,12.2246,0.711712,0.0979984,0.135717,0.114916,0.11765,194,250,07:30,fwd60,no_trade_share,8.16849e-30,3.36075e-29,0.0119148,True,True,True,True,True,True,True,True
444,0.0947241,8.46168,0.644144,0.0723943,0.116752,0.105792,0.0861358,194,250,07:30,fwd60,amihud,3.87953e-16,1.18582e-15,0.0119148,True,True,True,True,True,True,True,True
444,-0.178643,-14.8705,0.22973,-0.202359,-0.154651,-0.178631,-0.178652,194,250,07:30,fwd60,corwin_schultz,7.32017e-41,3.85648e-40,0.0119148,True,True,True,True,True,True,True,True
444,0.00526631,0.419187,0.536036,-0.0193,0.030073,0.0107242,0.00103101,194,250,07:30,fwd60,abdi_ranaldo,0.675283,0.709211,0.0119148,True,False,False,False,False,False,False,False
444,0.00360622,0.321963,0.484234,-0.0182885,0.0254206,0.0120441,-0.0029416,194,250,07:30,fwd60,roll,0.747633,0.774285,0.0119148,True,False,False,False,False,False,True,False
444,-0.154688,-14.1969,0.247748,-0.175956,-0.133331,-0.151462,-0.157192,194,250,07:30,fwd60,bar_range,5.71189e-38,2.80402e-37,0.0119148,True,True,True,True,True,True,True,True
444,-0.00794304,-0.807545,0.470721,-0.0270171,0.0108669,-0.0371222,0.0147,194,250,07:30,fwd60,log_price,0.419786,0.47125,0.0119148,True,False,False,False,False,False,True,False
444,-0.0962207,-9.86462,0.317568,-0.114766,-0.0769489,-0.0922031,-0.0993384,194,250,07:30,fwd60,atr_pct,6.98663e-21,2.42753e-20,0.0119148,True,True,True,True,True,True,True,True
444,-0.031941,-3.03054,0.454955,-0.052851,-0.0118235,-0.0388653,-0.0265677,194,250,07:30,fwd60,mins_since_cross,0.00258415,0.00378424,0.0119148,True,True,True,True,True,True,True,True
444,-0.0535523,-5.47079,0.362613,-0.0732058,-0.0343621,-0.0504138,-0.0559877,194,250,07:30,fwd60,close_pos,7.50681e-08,1.56412e-07,0.0119148,True,True,True,True,True,True,False,False
444,0.0119148,1.32833,0.511261,-0.00574728,0.030106,0.0161143,0.00865606,194,250,07:30,fwd60,ctl_tickerhash,0.184752,0.22175,0.0119148,True,False,False,False,True,False,False,False
444,0.00719158,0.766579,0.486486,-0.0111274,0.0260229,-0.00218066,0.0144644,194,250,07:30,fwd60,ctl_random,0.44374,0.494486,0.0119148,True,False,False,False,False,False,False,False
444,-0.0488928,-5.20454,0.36036,-0.0667801,-0.0301771,-0.0755724,-0.0281895,194,250,07:30,fwd60,c37_rank_score,2.9812e-07,5.99944e-07,0.0119148,True,True,True,True,True,True,True,True
444,-0.00261149,-0.243034,0.493243,-0.0238482,0.0181635,0.0138412,-0.0153788,194,250,07:30,fwd_flat,coil,0.808092,0.829206,0.0162092,True,False,False,False,False,False,False,False
444,0.00261149,0.243034,0.506757,-0.0181635,0.0238482,-0.0138412,0.0153788,194,250,07:30,fwd_flat,dist_sess_high_pct,0.808092,0.829206,0.0162092,True,False,False,False,False,False,False,False
444,0.0758844,7.41217,0.626126,0.0557965,0.0956113,0.0958203,0.0604142,194,250,07:30,fwd_flat,dist_high60,6.35725e-13,1.74186e-12,0.0162092,True,True,True,True,True,True,True,True
444,-0.258251,-24.9001,0.119369,-0.278555,-0.237756,-0.294429,-0.230177,194,250,07:30,fwd_flat,gain_now,3.12613e-86,3.93346e-85,0.0162092,True,True,True,True,True,True,True,True
444,-0.169193,-16.4904,0.211712,-0.189075,-0.149456,-0.193897,-0.150023,194,250,07:30,fwd_flat,pm_gain,5.56384e-48,3.58743e-47,0.0162092,True,True,True,True,True,True,True,True
444,-0.192533,-18.8464,0.186937,-0.212204,-0.172897,-0.216988,-0.173556,194,250,07:30,fwd_flat,gap7,1.30371e-58,1.09007e-57,0.0162092,True,True,True,True,True,True,True,True
438,-0.0511232,-3.80915,0.401826,-0.0777397,-0.0246313,-0.0396529,-0.0598296,189,249,07:30,fwd_flat,pressure30,0.00015941,0.000263178,0.0162092,True,True,True,True,True,True,True,True
444,-0.0622589,-6.52921,0.342342,-0.0808836,-0.0436361,-0.0457617,-0.0750607,194,250,07:30,fwd_flat,pressure30_nv,1.81476e-10,4.34737e-10,0.0162092,True,True,True,True,True,True,True,True
444,-0.0447408,-4.5038,0.394144,-0.063951,-0.0253014,-0.0168169,-0.0664097,194,250,07:30,fwd_flat,pressure30_bc,8.54792e-06,1.5603e-05,0.0162092,True,True,True,True,False,True,True,False
444,-0.0707528,-7.21254,0.371622,-0.0897738,-0.0520144,-0.0715138,-0.0701622,194,250,07:30,fwd_flat,pressure30_t,2.39388e-12,6.34452e-12,0.0162092,True,True,True,True,True,True,True,True
444,-0.0496331,-5.10844,0.380631,-0.0685256,-0.03036,-0.0443102,-0.0537636,194,250,07:30,fwd_flat,pressure10,4.83633e-07,9.62809e-07,0.0162092,True,True,True,True,True,True,True,True
444,-0.177191,-18.0617,0.18018,-0.196316,-0.158342,-0.199224,-0.160093,194,250,07:30,fwd_flat,log_dvol,4.79752e-55,3.72311e-54,0.0162092,True,True,True,True,True,True,True,True
444,-0.116209,-11.6923,0.279279,-0.1352,-0.0969237,-0.132392,-0.103651,194,250,07:30,fwd_flat,n_bars,1.0388e-27,4.1297e-27,0.0162092,True,True,True,True,True,True,True,True
444,0.143841,16.592,0.781532,0.126809,0.160499,0.156733,0.133836,194,250,07:30,fwd_flat,stale_min,1.96174e-48,1.29715e-47,0.0162092,True,True,True,True,True,True,True,True
444,0.17128,17.6727,0.801802,0.15277,0.190301,0.201367,0.147933,194,250,07:30,fwd_flat,no_trade_share,2.76033e-53,2.05597e-52,0.0162092,True,True,True,True,True,True,True,True
444,0.183996,15.3594,0.763514,0.160875,0.207472,0.228507,0.149455,194,250,07:30,fwd_flat,amihud,5.47353e-43,3.03149e-42,0.0162092,True,True,True,True,True,True,True,True
444,-0.201938,-16.151,0.22973,-0.226048,-0.177058,-0.253247,-0.162122,194,250,07:30,fwd_flat,corwin_schultz,1.79184e-46,1.10582e-45,0.0162092,True,True,True,True,True,True,True,True
444,0.0231362,1.7622,0.554054,-0.00246269,0.0488139,0.0222056,0.0238583,194,250,07:30,fwd_flat,abdi_ranaldo,0.078725,0.100718,0.0162092,True,False,False,True,True,True,False,False
444,0.0270208,2.1414,0.542793,0.00229596,0.0514447,0.0397705,0.0171271,194,250,07:30,fwd_flat,roll,0.0327868,0.0440328,0.0162092,True,True,True,True,True,True,True,True
444,-0.193665,-17.5853,0.189189,-0.214833,-0.172502,-0.233565,-0.162703,194,250,07:30,fwd_flat,bar_range,6.84196e-53,4.92621e-52,0.0162092,True,True,True,True,True,True,True,True
444,-0.072985,-7.448,0.331081,-0.0919619,-0.0538676,-0.0730493,-0.072935,194,250,07:30,fwd_flat,log_price,4.99654e-13,1.37484e-12,0.0162092,True,True,True,True,True,True,True,True
444,-0.0853941,-8.46621,0.34009,-0.105138,-0.0658311,-0.119932,-0.0585926,194,250,07:30,fwd_flat,atr_pct,3.75203e-16,1.14956e-15,0.0162092,True,True,True,True,True,True,True,True
444,-0.0408546,-3.94965,0.418919,-0.0614495,-0.0207201,-0.0338292,-0.0463062,194,250,07:30,fwd_flat,mins_since_cross,9.10326e-05,0.000152034,0.0162092,True,True,True,True,True,True,True,True
444,-0.0187806,-1.83396,0.45045,-0.0390881,0.00138345,-0.00113909,-0.0324704,194,250,07:30,fwd_flat,close_pos,0.0673304,0.0870861,0.0162092,True,False,False,True,False,False,False,False
444,-0.000299427,-0.0330344,0.495495,-0.0184162,0.0173104,-0.00660722,0.00459542,194,250,07:30,fwd_flat,ctl_tickerhash,0.973662,0.980046,0.0162092,True,False,False,False,False,False,False,False
444,0.0162092,1.80022,0.540541,-0.00157163,0.0337803,0.0328801,0.00327259,194,250,07:30,fwd_flat,ctl_random,0.0725056,0.0933141,0.0162092,True,False,False,False,False,False,False,False
444,-0.071332,-7.21744,0.328829,-0.0910037,-0.0518582,-0.0767938,-0.0670936,194,250,07:30,fwd_flat,c37_rank_score,2.31804e-12,6.15611e-12,0.0162092,True,True,True,True,True,True,True,True
444,0.0362618,3.43347,0.567568,0.0157157,0.0570067,0.0212762,0.0478907,194,250,07:30,fwd60_nx,coil,0.000651948,0.00101798,0.00743586,True,True,True,True,True,True,False,False
444,-0.0362618,-3.43347,0.43018,-0.0570067,-0.0157157,-0.0212762,-0.0478907,194,250,07:30,fwd60_nx,dist_sess_high_pct,0.000651948,0.00101798,0.00743586,True,True,True,True,True,True,False,False
444,0.0509507,4.78495,0.578829,0.0302683,0.0713846,0.0461039,0.0547118,194,250,07:30,fwd60_nx,dist_high60,2.33372e-06,4.42826e-06,0.00743586,True,True,True,True,True,True,True,True
444,-0.167351,-16.5887,0.222973,-0.187242,-0.147453,-0.197204,-0.144186,194,250,07:30,fwd60_nx,gain_now,2.02875e-48,1.33465e-47,0.00743586,True,True,True,True,True,True,True,True
444,-0.105844,-9.9829,0.308559,-0.126072,-0.0845268,-0.129295,-0.0876452,194,250,07:30,fwd60_nx,pm_gain,2.64897e-21,9.25356e-21,0.00743586,True,True,True,True,True,True,True,True
444,-0.114903,-11.0859,0.301802,-0.134842,-0.0942497,-0.139581,-0.0957533,194,250,07:30,fwd60_nx,gap7,2.25856e-25,8.53381e-25,0.00743586,True,True,True,True,True,True,True,True
438,-0.0482834,-3.51952,0.431507,-0.0749484,-0.0210901,-0.07841,-0.0254163,189,249,07:30,fwd60_nx,pressure30,0.000477695,0.000754991,0.00743586,True,True,True,True,False,True,True,False
444,-0.0536276,-5.43396,0.398649,-0.0728753,-0.03428,-0.0740694,-0.0377648,194,250,07:30,fwd60_nx,pressure30_nv,9.115e-08,1.88106e-07,0.00743586,True,True,True,True,True,True,True,True
444,-0.0335277,-3.35997,0.448198,-0.0531664,-0.0138625,-0.0381283,-0.0299577,194,250,07:30,fwd60_nx,pressure30_bc,0.000846947,0.00130207,0.00743586,True,True,True,True,True,True,True,True
444,-0.0528983,-5.3329,0.394144,-0.072354,-0.0333129,-0.0625279,-0.0454257,194,250,07:30,fwd60_nx,pressure30_t,1.54412e-07,3.14651e-07,0.00743586,True,True,True,True,True,True,True,True
444,-0.0468621,-4.79315,0.414414,-0.0658374,-0.0279377,-0.0567321,-0.039203,194,250,07:30,fwd60_nx,pressure10,2.24481e-06,4.27205e-06,0.00743586,True,True,True,True,True,True,True,True
444,-0.088758,-9.1822,0.335586,-0.107544,-0.0700773,-0.0943989,-0.0843808,194,250,07:30,fwd60_nx,log_dvol,1.62889e-18,5.30414e-18,0.00743586,True,True,True,True,True,True,True,True
444,-0.0618314,-6.11905,0.382883,-0.0817335,-0.0425706,-0.0627476,-0.0611205,194,250,07:30,fwd60_nx,n_bars,2.07281e-09,4.69643e-09,0.00743586,True,True,True,True,True,True,True,True
444,0.0677318,7.33858,0.648649,0.049399,0.0861259,0.0665527,0.0686467,194,250,07:30,fwd60_nx,stale_min,1.03968e-12,2.81298e-12,0.00743586,True,True,True,True,True,True,True,True
444,0.093601,9.79245,0.675676,0.0747418,0.112522,0.097389,0.0906616,194,250,07:30,fwd60_nx,no_trade_share,1.25814e-20,4.34813e-20,0.00743586,True,True,True,True,True,True,True,True
444,0.0839184,7.29289,0.630631,0.0609258,0.106526,0.0969901,0.0737748,194,250,07:30,fwd60_nx,amihud,1.40847e-12,3.79498e-12,0.00743586,True,True,True,True,True,True,True,True
444,-0.162139,-13.3178,0.27027,-0.186032,-0.138161,-0.163924,-0.160754,194,250,07:30,fwd60_nx,corwin_schultz,2.85169e-34,1.28773e-33,0.00743586,True,True,True,True,True,True,True,True
444,0.0101276,0.803818,0.533784,-0.0141227,0.0347206,0.0123814,0.00837874,194,250,07:30,fwd60_nx,abdi_ranaldo,0.421933,0.473032,0.00743586,True,False,False,True,True,False,False,False
444,0.000837046,0.0747343,0.490991,-0.0210372,0.0223675,0.00390825,-0.00154621,194,250,07:30,fwd60_nx,roll,0.94046,0.94851,0.00743586,True,False,False,False,False,False,True,False
444,-0.141041,-12.9182,0.281532,-0.162185,-0.119255,-0.145859,-0.137303,194,250,07:30,fwd60_nx,bar_range,1.27056e-32,5.50719e-32,0.00743586,True,True,True,True,True,True,True,True
444,-0.00365811,-0.37099,0.515766,-0.0231242,0.0151424,-0.0265546,0.0141095,194,250,07:30,fwd60_nx,log_price,0.710822,0.742325,0.00743586,True,False,False,False,False,False,True,False
444,-0.115102,-11.3793,0.313063,-0.134308,-0.0954844,-0.109245,-0.119648,194,250,07:30,fwd60_nx,atr_pct,1.70296e-26,6.58816e-26,0.00743586,True,True,True,True,True,True,True,True
444,-0.0343231,-3.10911,0.445946,-0.0561492,-0.0131522,-0.0360727,-0.0329655,194,250,07:30,fwd60_nx,mins_since_cross,0.00199751,0.00295185,0.00743586,True,True,True,True,True,True,True,True
444,-0.0214067,-2.13431,0.457207,-0.0412311,-0.00165736,-0.0118915,-0.0287906,194,250,07:30,fwd60_nx,close_pos,0.0333658,0.0446716,0.00743586,True,True,True,True,True,True,False,False
444,0.00743586,0.786292,0.524775,-0.0114388,0.0264636,-0.000108791,0.0132905,194,250,07:30,fwd60_nx,ctl_tickerhash,0.432117,0.483195,0.00743586,True,False,False,False,False,False,False,False
444,0.00349731,0.377982,0.5,-0.0145132,0.0219215,0.00605704,0.00151096,194,250,07:30,fwd60_nx,ctl_random,0.705625,0.737492,0.00743586,True,False,False,False,False,False,False,False
444,-0.00945194,-0.991153,0.454955,-0.0277515,0.0092246,-0.0358624,0.0110426,194,250,07:30,fwd60_nx,c37_rank_score,0.322152,0.36915,0.00743586,True,False,False,True,False,False,True,False
444,0.0161128,1.51264,0.509009,-0.00481308,0.0367728,0.0333013,0.00277448,194,250,07:30,fwd_flat_nx,coil,0.131084,0.161488,0.0183902,True,False,False,False,False,False,False,False
444,-0.0161128,-1.51264,0.488739,-0.0367728,0.00481308,-0.0333013,-0.00277448,194,250,07:30,fwd_flat_nx,dist_sess_high_pct,0.131084,0.161488,0.0183902,True,False,False,False,False,False,False,False
444,0.0897604,8.81307,0.657658,0.0697327,0.109451,0.115698,0.0696329,194,250,07:30,fwd_flat_nx,dist_high60,2.79274e-17,8.74248e-17,0.0183902,True,True,True,True,True,True,True,True
444,-0.240917,-23.0675,0.130631,-0.261228,-0.220414,-0.27942,-0.211039,194,250,07:30,fwd_flat_nx,gain_now,6.49037e-78,6.95167e-77,0.0183902,True,True,True,True,True,True,True,True
444,-0.164913,-15.8677,0.218468,-0.184902,-0.144923,-0.190688,-0.144912,194,250,07:30,fwd_flat_nx,pm_gain,3.20696e-45,1.89782e-44,0.0183902,True,True,True,True,True,True,True,True
444,-0.18621,-18.0961,0.191441,-0.206213,-0.166394,-0.212497,-0.165812,194,250,07:30,fwd_flat_nx,gap7,3.34954e-55,2.61506e-54,0.0183902,True,True,True,True,True,True,True,True
438,-0.056561,-4.24771,0.410959,-0.0827791,-0.030487,-0.0471613,-0.0636957,189,249,07:30,fwd_flat_nx,pressure30,2.64074e-05,4.6437e-05,0.0183902,True,True,True,True,True,True,True,True
444,-0.0603656,-6.25567,0.373874,-0.0793488,-0.0413272,-0.0453858,-0.0719899,194,250,07:30,fwd_flat_nx,pressure30_nv,9.33831e-10,2.16115e-09,0.0183902,True,True,True,True,True,True,True,True
444,-0.0417583,-4.1821,0.412162,-0.061036,-0.022185,-0.0179587,-0.0602268,194,250,07:30,fwd_flat_nx,pressure30_bc,3.48284e-05,6.08324e-05,0.0183902,True,True,True,True,False,True,True,False
444,-0.0656679,-6.59645,0.378378,-0.0851541,-0.0464094,-0.0650047,-0.0661826,194,250,07:30,fwd_flat_nx,pressure30_t,1.20305e-10,2.91431e-10,0.0183902,True,True,True,True,True,True,True,True
444,-0.0429141,-4.42673,0.391892,-0.0616485,-0.0235513,-0.0396518,-0.0454456,194,250,07:30,fwd_flat_nx,pressure10,1.20625e-05,2.18034e-05,0.0183902,True,True,True,True,True,True,True,True
444,-0.172143,-17.2437,0.182432,-0.191728,-0.153091,-0.197067,-0.152802,194,250,07:30,fwd_flat_nx,log_dvol,2.3654e-51,1.66606e-50,0.0183902,True,True,True,True,True,True,True,True
444,-0.112845,-11.3503,0.301802,-0.131891,-0.0933383,-0.130613,-0.0990578,194,250,07:30,fwd_flat_nx,n_bars,2.20163e-26,8.492e-26,0.0183902,True,True,True,True,True,True,True,True
444,0.138258,15.5435,0.765766,0.120727,0.155415,0.156173,0.124355,194,250,07:30,fwd_flat_nx,stale_min,8.54795e-44,4.83762e-43,0.0183902,True,True,True,True,True,True,True,True
444,0.163576,16.6092,0.797297,0.14455,0.182843,0.198201,0.136708,194,250,07:30,fwd_flat_nx,no_trade_share,1.64335e-48,1.09219e-47,0.0183902,True,True,True,True,True,True,True,True
444,0.183566,15.2403,0.772523,0.160169,0.207314,0.227385,0.149563,194,250,07:30,fwd_flat_nx,amihud,1.81089e-42,9.90259e-42,0.0183902,True,True,True,True,True,True,True,True
444,-0.199086,-16.0191,0.234234,-0.223328,-0.174718,-0.252893,-0.157331,194,250,07:30,fwd_flat_nx,corwin_schultz,6.87594e-46,4.16412e-45,0.0183902,True,True,True,True,True,True,True,True
444,0.0242002,1.82722,0.547297,-0.00147323,0.0502716,0.0225856,0.0254532,194,250,07:30,fwd_flat_nx,abdi_ranaldo,0.0683398,0.0883035,0.0183902,True,False,False,True,True,True,False,False
444,0.0291722,2.29445,0.545045,0.00427474,0.0537487,0.043144,0.01833,194,250,07:30,fwd_flat_nx,roll,0.0222318,0.0305216,0.0183902,True,True,True,True,True,True,True,True
444,-0.188332,-17.1979,0.184685,-0.209479,-0.167072,-0.232255,-0.154248,194,250,07:30,fwd_flat_nx,bar_range,3.79906e-51,2.64709e-50,0.0183902,True,True,True,True,True,True,True,True
444,-0.0699002,-7.07857,0.344595,-0.0890757,-0.0505696,-0.0681454,-0.0712619,194,250,07:30,fwd_flat_nx,log_price,5.73998e-12,1.4878e-11,0.0183902,True,True,True,True,True,True,True,True
444,-0.0879798,-8.71171,0.346847,-0.107711,-0.068523,-0.123769,-0.0602071,194,250,07:30,fwd_flat_nx,atr_pct,6.0106e-17,1.87253e-16,0.0183902,True,True,True,True,True,True,True,True
444,-0.043412,-4.19624,0.405405,-0.0639359,-0.0232372,-0.0342353,-0.0505331,194,250,07:30,fwd_flat_nx,mins_since_cross,3.28035e-05,5.7373e-05,0.0183902,True,True,True,True,True,True,True,True
444,-0.00730115,-0.716762,0.477477,-0.0272097,0.0127629,0.0139331,-0.023779,194,250,07:30,fwd_flat_nx,close_pos,0.473899,0.523918,0.0183902,True,False,False,False,False,False,False,False
444,-0.00189496,-0.207576,0.470721,-0.0201503,0.0159675,-0.011509,0.00556552,194,250,07:30,fwd_flat_nx,ctl_tickerhash,0.835656,0.854783,0.0183902,True,False,False,False,False,False,False,False
444,0.0183902,2.06455,0.551802,0.000895413,0.035611,0.0353059,0.00526369,194,250,07:30,fwd_flat_nx,ctl_random,0.0395467,0.0524591,0.0183902,True,True,False,False,False,False,False,False
444,-0.0542927,-5.45104,0.369369,-0.0738114,-0.0348483,-0.0582722,-0.0512046,194,250,07:30,fwd_flat_nx,c37_rank_score,8.3311e-08,1.72478e-07,0.0183902,True,True,True,True,True,True,True,True
444,0.0392203,3.16521,0.581081,0.0154689,0.0636008,0.0585352,0.024232,194,250,07:30,fwd_flat_nx5,coil,0.00165659,0.00247343,0.0248397,True,True,True,True,True,True,False,False
