NUR	Nuran Wireless	0.5254237288135594	2.7	80042.27696
BNC	CEA Industries	0.4040114613180516	4.9	43981492.678306
WYHG	Wing Yip Food Holdings Group	0.3351477832512317	5.4207	15930970.04284
EOSU	T-REX 2X Long EOSE Daily Target ETF	0.32114882506527404	10.12	265385.529374
SMUP	T-REX 2X Long SMR Daily Target ETF	0.24056603773584914	6.575	131575.199282
SMU	Tradr 2X Long SMR Daily ETF	0.23909774436090223	8.24	1684308.125372
EO	Corgi EOSE 2x Daily ETF	0.23458282950423234	10.21	977.5254
TDOT	21shares Polkadot Staking ETF	0.22789177065414698	12.92	3989.8394
SMRX	Corgi SMR 2x Daily ETF	0.20499998026531327	30.53	206
TEUP	T-REX 2X Long TE Daily Target ETF	0.2040145985401461	32.99	9692.497127
BSEM	BioStem Technologies	0.19002695417789758	4.415	176054.805035
BEC	Corgi BE 2x Daily ETF	0.18786767706574095	18.92	31145.101918
BEX	Tradr 2X Long BE Daily ETF	0.18533541341653684	37.99	1923125.097129
QUA	Corgi QBTS 2x Daily ETF	0.18120556986229558	15.32	0
QBTX	Tradr 2X Long QBTS Daily ETF	0.18032312925170066	6.9403	2352802.74876
BEG	Leverage Shares 2x Long BE Daily ETF	0.17976775346136661	52.83	359677.967508
NUAI	New Era Energy & Digital	0.17931608133086865	6.3801	4056497.373949
INFH	Defiance Daily Target 2X Long INFQ ETF	0.17609022556390963	9.3852	115848.5818
HFSP	Tidal Trust III TradersAI Large Cap Equity & Cash ETF	0.175344563552833	15.35	0
RGTC	Corgi RGTI 2x Daily ETF	0.17469837245096073	25.11	367
PHVS	Pharvaris	0.17446808510638293	41.4	2200366.390878
YQ	17 Education & Technology	0.17123287671232876	3.42	113096.379124
IONX	Defiance Daily Target 2X Long IONQ ETF	0.17048896581566428	27.05	789996.803179
IONL	GraniteShares ETF Trust GraniteShares 2x Long IONQ Daily ETF	0.1696779261586803	14.89	688937.958293
SLE	Super League Enterprise	0.16836734693877556	4.58	613892.039658
LNAI	Lunai Bioworks	0.16736401673640164	2.79	13288.814867
ROIV	Roivant Sciences	0.16661895219009448	40.75	5022491.687779
GRNQ	Greenpro Capital	0.1657754010695188	21.8	310945.642659
KPLT	Katapult	0.16446835443037958	9.1993	62191.608154
RGTX	Defiance Daily Target 2X Long RGTI ETF	0.160831509846827	10.61	1440554.842192
EOSE	Eos Energy	0.1572164948453609	4.49	15191550.476068
RGTU	Tradr 2X Long RGTI Daily ETF	0.1565050931849515	11.66	118461.983904
JOBC	Corgi JOBY 2x Daily ETF	0.15640710399143046	19	0
HCWC	Healthy Choice Wellness	0.15384615384615385	8.1	92181.653537
FAC	Factorial Energy Inc.	0.15163147792706336	6	177109.751646
CRWX	Corgi CRWV 2x Daily ETF	0.14894592117323557	25.07	6982.2389
AVAZ	2x Avalanche ETF	0.14859857896342793	10.54	897.780183
OKLL	Defiance Daily Target 2x Long OKLO ETF	0.14541832669322718	2.875	5618046.590691
EAF	GrafTech	0.14516129032258054	7.1	357098.930254
CRWU	T-REX 2X Long CRWV Daily Target ETF	0.143673681475708	44.02	105964.690517
CWVX	Tradr 2X Long CRWV Daily ETF	0.1428571428571428	19.04	378664.104755
OKLC	Corgi OKLO 2x Daily ETF	0.14033097411199844	15.58	3555.287699
COHH	Leverage Shares 2X Long COHR Daily ETF	0.1385435168738899	6.41	491679.602402
CRWG	Leverage Shares 2X Long CRWV Daily ETF	0.13693153423288346	22.75	792322.430624
IREG	Leverage Shares 2X Long IREN Daily ETF	0.1348435814455232	10.52	421400.141812
COHX	Tradr 2X Long COHR Daily ETF	0.13465783664459166	25.7	978583.442624
FCXG	Leverage Shares 2x Long FCX Daily ETF	0.13444393750693603	18.4	29144.3165
SEI	Solaris Energy Infrastructure	0.13418181818181824	62.38	1286683.441891
GLWG	Leverage Shares 2X Long GLW Daily ETF	0.1323834308020076	15.8391	604178.233989
OESX	Orion Energy Systems	0.13120000000000004	28.28	57239.674045
COHC	Corgi COHR 2x Daily ETF	0.13003660435044798	16.115	1210.7414
AAOX	Tradr 2X Long AAOI Daily ETF	0.1292705447830102	12.23	4215175.678119
JDZG	Jiade Limited	0.12857605177993528	3.4873	58281.198
PLUL	Leverage Shares 2X Long PLUG Daily ETF	0.12831009338620955	8.82	5715.2431
IREC	Corgi IREN 2x Daily ETF	0.12805255981157806	28.21	1250
IRE	Defiance Daily Target 2X Long IREN ETF	0.12798764342453656	12.7801	2460901.915842
IREX	Tradr 2X Long IREN Daily ETF	0.12629022465088052	18.55	621573.321391
BHST	BioHarvest Sciences	0.12598901098901102	2.0493	8747.934549
AAOG	Leverage Shares 2X Long AAOI Daily ETF	0.12396694214876045	2.72	1812628.224896
ALTI	AlTi Global	0.12333333333333336	3.37	98275.64172
ATRA	Atara Biotherapeutics	0.12192622950819668	10.95	27742.814561
CHNU	2x Chainlink ETF	0.12084936196173453	33.0701	3149.681193
SMR	NuScale Power	0.11907216494845374	10.855	10156211.941152
KEEX	Defiance Daily Target 2x Long KEEL ETF	0.1176785714285715	31.295	11447.8301
QUBX	Tradr 2X Long QUBT Daily ETF	0.11710323574730351	7.25	199997.755551
SKUU	GraniteShares 2x Long SK Hynix Daily ETF	0.1170886075949367	30.005	2627850.52091
SKHU	ProShares Ultra SK hynix	0.11675367821547228	23.53	313298.667346
ELOX	Eloxx Pharmaceuticals	0.11666666666666667	16.75	5590.335332
LEUX	Tradr 2X Long LEU Daily ETF	0.11614005123825784	13.07	40913.7137
SK	Corgi SK hynix 2x Daily ETF	0.11561449383638397	29.865	179432.254306
ASTY	Defiance Daily Target 2X Long ASTS ETF	0.11500000000000006	6.69	53547.829675
SKHX	Leverage Shares 2X Long SK Hynix Daily ETF	0.11425902864259035	17.895	1047884.560773
NBIG	Leverage Shares 2X Long NBIS Daily ETF	0.1139896373056995	19.35	972095.241027
HYNX	T-REX 2X Long SKHY Daily Target ETF	0.11375464684014878	29.96	257308.607509
ASTG	Leverage Shares 2X Long ASTS Daily ETF	0.11319612590799037	9.195	1833.7989
NEBX	Tradr 2X Long NBIS Daily ETF	0.1130906274206041	28.74	981016.988502
SKHL	Direxion Daily SK Hynix Bull 2X ETF	0.1128254580520733	11.54	845415.195041
ZCSH	The Zcash ETF	0.11239107078906538	93.185	321359.884003
SKHA	Tradr 2X Long SK hynix Daily ETF	0.11238564996702122	38.79	16300.563912
ASTX	Tradr 2X Long ASTS Daily ETF	0.1123090745732255	12.38	1609054.966392
UMAL	Defiance Daily Target 2X Long UMAC ETF	0.1119989346117991	13.36	71039.754309
NBIL	GraniteShares 2x Long NBIS Daily ETF	0.11194918618499405	28.01	1439779.231682
LITG	Leverage Shares 2X Long LITE Daily ETF	0.11151960784313728	18.14	4113.4797
ASUP	T-REX 2X Long ASTS Daily Target ETF	0.11145939450931219	8.51	2851.1656
QPUX	Defiance 2X Daily Long Pure Quantum ETF	0.1113569321533923	15.07	156062.257459
SUIL	2x Sui ETF	0.110939907550077	7.21	186.0462
INTW	GraniteShares 2x Long INTC Daily ETF	0.1106332138590202	23.24	3302190.770088
SEGG	Sports Entertainment Gaming	0.10989010989010982	3.03	53852.222721
POEL	Defiance Daily Target 2X Long POET ETF	0.1091703056768559	10.16	70049.360049
APLX	Tradr 2X Long APLD Daily ETF	0.10887573964497041	9.37	499705.425742
INT	Corgi INTC 2x Daily ETF	0.10707803992740468	18.3	14180.3292
NRGV	Energy Vault Holdings	0.10677083333333337	4.25	1169005.52298
LINT	Direxion Daily INTC Bull 2X ETF	0.10666293393057118	118.59	80782.245775
OBX	Obsidian Therapeutics	0.10582639714625452	18.6	81473.458495
CCFE	EA Series Trust Concourse Capital Focused Equity ETF	0.1055674167779846	29.05	0
TE	T1 Energy	0.10543478260869572	5.085	5821797.277318
LITU	T-REX 2X Long LITE Daily Target ETF	0.10420076377523188	20.24	65064.861
SDOT	Sadot Group	0.10415035238841035	14.1	77332.327383
LITX	Tradr 2X Long LITE Daily ETF	0.10384746339802521	32.42	1256390.565409
UMCX	Corgi UMC 2x Daily ETF	0.1029675420604983	15.38	476.7207
TXXS	21Shares 2x Long Sui ETF	0.10287541608679909	25.28	742.557375
PS	Pershing Square Inc.	0.10209825997952923	43.07	99069.782299
AXTU	T-REX 2X Long AXTI Daily Target ETF	0.1016533986527863	35.98	25296.264602
TGL	Treasure Global	0.10082644628099183	2.664	56999.148535
TMS	Teamshares Inc.	0.10048622366288494	6.79	22267.165604
MPG	Leverage Shares 2X Long MP Daily ETF	0.10022004400880183	5.5	112194.25115
