INT	Corgi INTC 2x Daily ETF	0.14594071385359939	18.9424	15722.3292
CRWU	T-REX 2X Long CRWV Daily Target ETF	0.14419329696024932	44.04	119896.787317
LINT	Direxion Daily INTC Bull 2X ETF	0.1440836132885405	122.6	94642.363321
CWVX	Tradr 2X Long CRWV Daily ETF	0.14375750300120047	19.055	452080.208159
CRWG	Leverage Shares 2X Long CRWV Daily ETF	0.142678660669665	22.865	934112.614734
OESX	Orion Energy Systems	0.14239999999999994	28.56	67814.772467
AXTX	Tradr 2X Long AXTI Daily ETF	0.1423675496688741	6.8999	7349478.664894
RGTU	Tradr 2X Long RGTI Daily ETF	0.14162724035667165	11.51	122318.245604
CRWX	Corgi CRWV 2x Daily ETF	0.1411549037580201	24.9	11968.7029
SEGG	Sports Entertainment Gaming	0.13919413919413914	3.11	66262.737371
RGTX	Defiance Daily Target 2X Long RGTI ETF	0.13894967177242884	10.41	1564022.249714
AXTU	T-REX 2X Long AXTI Daily Target ETF	0.13854868340477666	37.185	28889.159168
LNAI	Lunai Bioworks	0.1380753138075314	2.72	38035.629471
KPLT	Katapult	0.13797468354430378	8.99	97032.318283
AXTL	Leverage Shares 2X Long AXTI Daily ETF	0.13717948717948727	2.661	507966.366807
GLWG	Leverage Shares 2X Long GLW Daily ETF	0.13673734932868162	15.9	737406.957733
KEEX	Defiance Daily Target 2x Long KEEL ETF	0.1348214285714285	31.775	15609.107653
COHC	Corgi COHR 2x Daily ETF	0.1316494397150191	16.138	2785.7414
HSCS	HeartSciences	0.1300268096514745	4.215	116398.128542
OKLC	Corgi OKLO 2x Daily ETF	0.12935949702474625	15.4301	10005.287699
LEUX	Tradr 2X Long LEU Daily ETF	0.12900939368061484	13.2207	44787.2297
UMAL	Defiance Daily Target 2X Long UMAC ETF	0.12867059528565716	13.5603	92718.035109
IREG	Leverage Shares 2X Long IREN Daily ETF	0.1283710895361382	10.46	463933.165343
ATHR	Aether Holdings	0.12828947368421056	3.43	4771.50518
IREC	Corgi IREN 2x Daily ETF	0.12805255981157806	28.21	1252
IRE	Defiance Daily Target 2X Long IREN ETF	0.12797881729920557	12.78	2770441.410262
TXXS	21Shares 2x Long Sui ETF	0.1264336726013114	25.82	1353.557375
SKHU	ProShares Ultra SK hynix	0.12482202183198857	23.7	345746.359236
SKUU	GraniteShares 2x Long SK Hynix Daily ETF	0.1247207743857037	30.21	2770521.857095
SK	Corgi SK hynix 2x Daily ETF	0.12289876727680236	30.06	188708.850765
ELOX	Eloxx Pharmaceuticals	0.12266666666666666	16.84	6275.943853
IREX	Tradr 2X Long IREN Daily ETF	0.12264723740133575	18.49	657561.166051
APLX	Tradr 2X Long APLD Daily ETF	0.12249704142011834	9.4851	646082.414324
POEL	Defiance Daily Target 2X Long POET ETF	0.12227074235807851	10.28	88989.360049
HYNX	T-REX 2X Long SKHY Daily Target ETF	0.12193308550185879	30.18	283891.149257
FCEL	FuelCell Energy	0.12173913043478263	16.77	3169378.413282
SKHL	Direxion Daily SK Hynix Bull 2X ETF	0.12150433944069447	11.63	952605.603659
SKHX	Leverage Shares 2X Long SK Hynix Daily ETF	0.12141967621419694	18.01	1154690.14566
ASTY	Defiance Daily Target 2X Long ASTS ETF	0.12083333333333328	6.725	68345.829675
CHNU	2x Chainlink ETF	0.12017149926282432	33.0501	3570.978203
TE	T1 Energy	0.11956521739130452	5.15	8256256.934864
ASTX	Tradr 2X Long ASTS Daily ETF	0.11590296495956864	12.42	1814553.108657
SKHA	Tradr 2X Long SK hynix Daily ETF	0.11582690487797867	38.91	17511.563912
PLUL	Leverage Shares 2X Long PLUG Daily ETF	0.11551746194192151	8.72	9004.5351
ERO	Ero Copper	0.11346704871060175	38.86	591919.042038
SMTG	Leverage Shares 2X Long SMTC Daily ETF	0.11320754716981121	9.44	69564.034799
JDZG	Jiade Limited	0.11317152103559883	3.4397	61289.198
NBIG	Leverage Shares 2X Long NBIS Daily ETF	0.11226252158894641	19.32	1043875.797121
ALTI	AlTi Global	0.11166666666666665	3.335	112784.599398
SUIL	2x Sui ETF	0.110939907550077	7.21	207.325127
OKLL	Defiance Daily Target 2x Long OKLO ETF	0.11039840637450214	2.7871	7430621.201755
SMR	NuScale Power	0.10979381443298983	10.765	13915392.65991
ZCSH	The Zcash ETF	0.10875014921809717	92.88	374233.751356
NBIL	GraniteShares 2x Long NBIS Daily ETF	0.1075823739579197	27.9	1583365.104755
NEBX	Tradr 2X Long NBIS Daily ETF	0.1072811773818745	28.59	1035902.677146
AEHG	Leverage Shares 2X Long AEHR Daily ETF	0.10638297872340426	7.8	963754.735738
AMKL	Defiance Daily Target 2X Long AMKR ETF	0.10571923743500873	6.38	96124.465115
CCFE	EA Series Trust Concourse Capital Focused Equity ETF	0.1055674167779846	29.05	0
NBIC	Corgi NBIS 2x Daily ETF	0.1049974760222111	21.89	9808.12693
QCMU	Direxion Daily QCOM Bull 2X ETF	0.10487682047786422	21.72	269708.534324
QCML	GraniteShares ETF Trust GraniteShares 2x Long QCOM Daily ETF	0.103415559772296	17.445	1522363.547755
TGL	Treasure Global	0.10330578512396695	2.67	57763.148535
QUBX	Tradr 2X Long QUBT Daily ETF	0.1032357473035439	7.16	231785.928451
UMCX	Corgi UMC 2x Daily ETF	0.1029675420604983	15.38	568.1667
ATRA	Atara Biotherapeutics	0.10194672131147552	10.755	33346.460913
IE	Ivanhoe Electric	0.10110110110110107	11	350693.649234
ASTG	Leverage Shares 2X Long ASTS Daily ETF	0.10048426150121066	9.09	2472.7989
NRGV	Energy Vault Holdings	0.10026041666666662	4.225	1509888.638061
